,lat,long,N
0,-14.18,-47.82,39
1,-16.71,-49.3,1
2,-2.49,-44.27,1
3,-19.35,-43.62,18
4,-23.43,-47.62,11
5,41.87,-8.24,43
6,6.05,-77.35,2
7,-12.62,-41.49,17
8,-22.92,-43.19,1
9,-22.96,-43.27,47
10,-22.36,-44.68,16
11,-15.6,-56.1,6
12,-15.77,-48.11,1
13,-19.5,-44.28,3
14,-3.77,-40.9,15
15,-15.74,-47.93,12
16,-22.93,-43.23,13
17,-9.75,13.58,3
18,-8.62,-37.15,29
19,-23.23,-44.71,14
20,-2.54,-43.02,11
21,-4.84,-37.25,8
22,-22.97,-46.54,1
23,-15.3,-55.87,1
24,18.72,-68.45,1
25,-25.58,-54.52,6
26,-22.97,-43.25,16
27,-22.43,-44.61,55
28,-22.48,-44.58,6
29,-22.48,-43.06,97
30,-20.43,-41.87,17
31,-18.99,-40.11,7
32,-15.85,-47.91,1
33,-25.55,-54.59,1
34,-15.83,-48.11,1
35,-7.97,-34.84,1
36,-15.56,-48.11,4
37,-7.22,-39.43,15
38,-8.67,-42.55,3
39,-0.58,-70.53,1
40,-25.05,-49.95,8
41,-32.18,-52.42,1
42,-10.18,-48.34,6
43,-26.77,-51.21,4
44,-14.07,-47.66,5
45,-25.53,-54.59,3
46,-22.91,-43.69,14
47,-32.54,-52.54,1
48,-2.9,-40.45,4
49,-28.2,-49.9,2
50,-1.56,-80.83,1
51,-22.96,-43.28,2
52,-22.97,-43.02,2
53,-7.12,-34.86,1
54,-22.2,-41.49,1
55,-22.95,-43.27,1
56,-22.27,-42.53,1
57,-22.91,-43.58,2
58,-22.96,-44.67,5
59,-22.64,-43.43,1
60,-23.21,-45.86,1
61,-16.58,-39.56,3
62,-10.78,-37.35,3
63,-6.06,-49.92,3
64,-12.0,-54.0,1
65,-19.61,-44.05,1
66,-22.63,-43.26,2
67,-20.38,-43.54,1
68,-20.43,-41.96,5
69,-22.64,-43.53,5
70,-22.97,-43.27,7
71,-22.88,-43.29,2
72,-16.44,-41.01,1
73,-15.82,-48.03,2
74,-7.15,-34.84,1
75,-22.8,-43.36,1
76,-22.82,-43.32,1
77,-22.45,-42.99,1
78,10.3,-84.8,1
79,-22.46,-44.61,7
80,-22.97,-43.21,1
81,-14.14,-47.52,3
82,-22.91,-43.18,1
83,-22.81,-41.95,1
84,-15.61,-56.09,1
85,-20.27,-40.51,1
86,-9.9,-61.71,1
87,-23.69,-46.45,1
88,-4.3,-37.96,1
89,-18.17,-52.75,1
90,-20.07,-43.66,5
91,-22.95,-43.21,1
92,-22.52,-43.81,2
93,-3.13,-60.03,1
94,-51.73,-72.5,1
95,-22.53,-41.92,2
96,-14.13,-47.52,1
97,-4.15,-41.7,1
98,-27.13,-48.52,1
99,-23.28,-44.68,1
100,-2.8,-40.52,2
101,11.22,-74.18,1
102,-20.25,-46.5,2
103,-22.52,-42.98,1
104,-6.07,-49.91,1
105,-7.24,-39.42,2
106,-20.46,-41.78,3
107,-22.97,-43.23,1
108,-5.02,-36.85,1
109,-29.05,-50.15,3
110,-22.73,-43.45,1
111,-25.53,-54.57,3
112,8.81,-82.54,1
113,-22.59,-43.42,2
114,-8.04,-35.2,1
115,-4.27,-55.99,1
116,-2.8,-40.51,1
117,-25.61,-54.48,2
118,-7.01,-47.15,2
119,-23.0,-43.37,1
120,-27.2,-49.35,2
121,-15.47,-45.42,1
122,-2.79,-40.52,1
123,-3.73,-38.5,1
124,10.63,-63.19,2
125,-20.99,-44.38,1
126,0.03,-51.05,1
127,4.8,-75.37,1
128,-21.12,-56.5,1
129,-22.95,-43.2,6
130,-4.16,-38.11,1
131,-22.43,-42.04,1
132,-29.13,-49.99,1
133,41.88,-8.31,1
134,-0.06,-51.16,1
135,18.53,-69.93,1
136,-25.89,32.61,1
137,39.57,-8.59,1
138,-10.63,-36.69,1
139,-17.0,-39.55,1
140,-4.15,-38.12,1
141,-16.02,-48.01,1
142,0.34,-65.9,1
143,-22.96,-43.19,1
144,-19.92,-43.94,1
145,-29.32,-50.85,1
146,-2.89,-79.05,1
147,-0.13,-67.09,1
148,-5.5,-47.41,4
149,5.07,-75.52,1
150,5.98,-77.35,1
151,-2.62,-60.94,1
152,-17.74,-48.59,1
153,-29.2,-49.96,1
154,-15.45,-55.74,1
155,-12.88,-41.37,1
156,50.91,14.28,1
157,-22.47,-44.45,3
158,-22.51,-43.18,3
159,47.92,1.97,1
160,-22.91,-43.21,43
161,-1.45,-48.47,3
162,-19.69,-43.92,2
163,-22.42,-42.98,6
164,-29.75,-51.15,3
165,34.95,137.26,1
166,-22.88,-42.02,2
167,-7.33,-47.47,2
168,40.03,-7.89,4
169,43.28,-5.6,1
170,-9.98,-67.82,3
171,-20.32,-40.34,3
172,-27.6,-48.55,6
173,-23.26,-47.3,8
174,-12.98,-38.48,2
175,-23.12,-46.55,6
176,40.21,-8.43,5
177,-5.09,-42.81,2
178,38.71,-9.14,1
179,-10.33,-53.2,17
180,-25.46,-49.53,1
181,-3.85,-40.92,1
182,-3.13,-59.98,2
183,-8.62,-37.16,2
184,-12.53,-38.3,14
185,40.42,-3.7,2
186,-22.17,-44.39,3
187,4.65,-74.08,2
188,-30.04,-51.24,1
189,-22.54,-44.17,1
190,-22.49,-43.06,1
191,-19.17,-43.71,7
192,-19.92,-43.95,2
193,10.43,-85.37,1
194,-16.82,-49.25,1
195,-23.61,-46.78,1
196,-23.55,-46.63,19
197,-10.92,-37.08,2
198,-19.3,34.91,6
199,-31.29,-51.09,13
200,-3.73,-44.23,1
201,-30.03,-51.23,7
202,-2.75,-42.83,3
203,-4.26,-55.99,7
204,10.77,122.59,1
205,-9.65,-35.73,1
206,-8.36,-42.25,1
207,-18.6,-46.51,2
208,26.19,-80.1,1
209,-20.46,-54.62,1
210,-29.51,-51.99,2
211,45.5,-73.57,1
212,-2.56,-44.06,1
213,-22.88,-43.12,3
214,-2.56,-44.24,2
215,-11.88,17.57,2
216,-28.51,-50.94,1
217,-3.73,-38.52,5
218,-8.75,-63.87,4
219,-27.62,-48.63,1
220,-22.9,-43.64,1
221,-22.5,-44.56,2
222,-7.22,-39.32,1
223,-16.1,-47.94,1
224,-22.45,-43.47,1
225,0.04,-51.06,4
226,-25.43,-49.27,12
227,29.99,31.21,1
228,-2.44,-54.7,2
229,-25.54,-54.59,4
230,-27.09,-52.62,1
231,-5.21,-45.39,1
232,-23.87,-53.89,2
233,-21.76,-43.35,1
234,41.72,-8.31,1
235,-20.47,-45.96,1
236,-22.81,-43.41,1
237,-26.92,-49.07,1
238,-10.18,-48.33,1
239,-22.71,-42.63,1
240,-11.73,-61.77,1
241,49.45,11.08,2
242,-1.13,-48.46,2
243,-22.53,-41.94,1
244,-23.62,-46.57,1
245,-31.11,-50.92,2
246,-2.91,-41.77,1
247,-22.78,-43.43,1
248,-22.82,-43.03,1
249,-5.81,-35.21,2
250,-16.68,-49.25,3
251,-3.73,-38.66,1
252,-22.87,-43.3,1
253,-28.45,-52.2,1
254,-20.81,-49.38,1
255,-19.91,-44.08,1
256,-16.25,-47.95,1
257,-14.16,-47.65,1
258,-23.01,-44.32,2
259,-11.0,-68.75,1
260,-25.69,-54.44,1
261,-24.74,-47.55,1
262,38.88,-6.97,1
263,-8.42,-37.06,1
264,-23.01,-43.36,1
265,-24.01,-46.4,1
266,-4.27,-41.78,1
267,16.23,-61.69,1
268,40.39,47.79,2
269,40.79,-73.96,1
270,-5.19,-37.34,1
271,-12.52,-38.49,1
272,48.21,16.37,1
273,-22.3,-44.94,2
274,10.34,-68.74,1
275,10.17,-68.08,1
276,-22.52,-44.1,2
277,-22.28,-44.87,1
278,-23.99,-46.26,1
279,-22.37,-41.79,1
280,-29.92,-51.18,3
281,44.65,-63.59,1
282,-22.63,-43.9,1
283,-8.06,-34.88,2
284,41.85,-8.42,1
285,-17.54,-39.75,1
286,-16.73,-43.87,3
287,-4.15,-38.11,1
288,-23.5,-47.46,1
289,-12.98,-44.05,1
290,-9.92,-45.48,1
291,-1.72,-48.88,1
292,-6.07,-49.89,1
293,-31.37,-51.98,1
294,-28.24,-48.66,2
295,-24.05,-52.38,1
296,-25.38,-53.78,1
297,-25.67,-53.81,1
298,5.34,-72.4,1
299,-26.12,-49.8,1
